location,zone,tank_id,tank_id_raw,date,period,dissolved_oxygen,temperature,ph,ammonia,nitrate,nitrite,remarks
Fish Tank 3,Fish Tanks,143,143,2025-07-30,afternoon,5.74,30.3,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-01,afternoon,5.11,32.6,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-01,morning,6.52,29.7,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-02,afternoon,4.56,31.4,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-02,morning,6.12,29.0,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-03,morning,5.84,27.9,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-04,afternoon,6.1,31.8,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-04,morning,5.8,29.0,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-08,afternoon,5.4,31.0,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-10,afternoon,6.16,30.3,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-10,morning,6.28,29.3,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-11,afternoon,6.55,31.8,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-11,morning,6.07,28.2,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-15,afternoon,5.3,32.8,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-15,morning,5.64,29.3,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-16,afternoon,4.34,32.4,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-17,afternoon,4.46,33.0,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-17,morning,5.12,29.5,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-18,afternoon,5.71,33.1,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-18,morning,5.05,29.9,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-21,afternoon,5.7,33.3,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-21,morning,6.83,29.1,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-22,afternoon,4.39,32.2,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-23,afternoon,5.28,31.9,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-23,morning,5.57,28.8,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-24,afternoon,6.84,32.9,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-24,morning,6.6,29.2,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-25,afternoon,8.44,33.0,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-28,afternoon,4.19,32.4,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-28,morning,5.0,29.6,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-29,afternoon,4.61,32.4,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-29,morning,5.04,29.7,,,,,
Fish Tank 3,Fish Tanks,145,145,2025-07-30,afternoon,6.85,30.0,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-01,afternoon,4.62,32.3,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-01,morning,6.33,29.7,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-02,afternoon,4.58,30.9,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-02,morning,6.0,29.3,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-03,morning,5.65,27.9,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-04,afternoon,7.09,31.7,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-04,morning,5.7,28.7,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-08,afternoon,5.27,31.1,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-10,afternoon,6.41,30.2,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-10,morning,6.25,29.2,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-11,afternoon,6.19,31.6,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-11,morning,5.98,28.2,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-15,afternoon,5.02,32.8,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-15,morning,5.52,29.3,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-16,afternoon,4.24,32.6,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-17,afternoon,4.05,33.1,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-17,morning,4.89,29.6,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-18,afternoon,5.22,33.1,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-18,morning,4.61,30.0,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-21,afternoon,5.15,33.8,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-21,morning,5.56,29.2,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-22,afternoon,4.33,32.4,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-23,afternoon,4.7,32.1,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-23,morning,4.95,29.3,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-24,afternoon,6.3,32.9,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-24,morning,6.48,29.3,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-25,afternoon,9.71,33.0,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-28,afternoon,4.07,32.8,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-28,morning,4.83,29.7,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-29,afternoon,4.88,32.4,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-29,morning,5.05,29.9,,,,,
Fish Tank 3,Fish Tanks,147,147,2025-07-30,afternoon,5.84,30.4,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-01,afternoon,5.02,32.2,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-01,morning,6.47,29.7,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-02,afternoon,5.1,30.8,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-02,morning,5.79,29.3,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-03,morning,6.05,27.9,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-04,afternoon,7.22,31.5,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-04,morning,6.17,28.7,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-08,afternoon,5.66,31.1,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-10,afternoon,6.54,30.1,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-10,morning,6.12,29.2,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-11,afternoon,6.69,31.6,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-11,morning,6.29,28.2,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-15,afternoon,4.91,32.8,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-15,morning,5.74,29.2,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-16,afternoon,4.37,32.5,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-17,afternoon,4.52,33.0,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-17,morning,4.95,29.6,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-18,afternoon,5.72,33.0,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-18,morning,4.99,30.0,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-21,afternoon,5.34,33.9,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-21,morning,6.47,29.1,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-22,afternoon,4.38,32.3,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-23,afternoon,5.47,32.0,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-23,morning,4.36,29.3,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-24,afternoon,7.03,32.8,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-24,morning,6.93,29.3,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-25,afternoon,9.43,33.0,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-28,afternoon,4.33,32.6,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-28,morning,5.13,29.7,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-29,afternoon,5.14,32.3,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-29,morning,5.15,29.8,,,,,
Fish Tank 3,Fish Tanks,148,148,2025-07-30,afternoon,5.4,30.4,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-01,afternoon,4.98,32.4,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-01,morning,6.46,29.8,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-02,afternoon,4.62,31.0,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-02,morning,6.28,29.1,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-03,morning,5.8,28.0,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-04,afternoon,6.93,31.8,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-04,morning,6.21,28.8,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-08,afternoon,5.35,31.0,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-10,afternoon,5.99,30.2,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-10,morning,6.09,29.3,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-11,afternoon,6.67,31.8,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-11,morning,6.27,28.3,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-15,afternoon,5.08,32.8,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-15,morning,5.72,29.4,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-16,afternoon,4.63,32.5,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-17,afternoon,4.41,33.1,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-17,morning,5.05,29.7,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-18,afternoon,6.04,33.1,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-18,morning,5.14,30.0,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-21,afternoon,5.16,33.6,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-21,morning,5.81,29.2,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-22,afternoon,4.34,32.4,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-23,afternoon,5.83,32.1,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-23,morning,4.98,29.3,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-24,afternoon,7.61,32.9,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-24,morning,6.71,29.4,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-25,afternoon,9.23,33.1,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-28,afternoon,4.15,32.9,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-28,morning,4.91,29.8,7.14,1.76,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-29,afternoon,4.51,32.6,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-29,morning,4.85,29.9,,,,,
Fish Tank 3,Fish Tanks,149,149,2025-07-30,afternoon,4.66,30.5,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-01,afternoon,5.63,32.2,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-01,morning,6.89,29.8,6.71,0.45,1.3,0.011,
Fish Tank 3,Fish Tanks,150,150,2025-07-02,afternoon,5.61,30.9,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-02,morning,5.94,29.3,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-03,morning,6.23,28.1,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-04,afternoon,7.16,31.7,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-04,morning,6.15,28.8,6.99,1.2,1.6,0.079,
Fish Tank 3,Fish Tanks,150,150,2025-07-08,afternoon,5.87,30.8,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-10,afternoon,6.56,30.0,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-10,morning,6.35,29.0,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-11,afternoon,6.45,31.7,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-11,morning,6.51,28.2,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-15,afternoon,5.86,32.7,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-15,morning,6.01,29.3,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-16,afternoon,4.64,32.5,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-17,afternoon,4.38,33.1,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-17,morning,5.4,29.7,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-18,afternoon,5.7,33.1,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-18,morning,5.6,30.1,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-21,afternoon,5.63,33.8,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-21,morning,6.33,29.2,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-22,afternoon,4.55,32.3,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-23,afternoon,6.7,32.1,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-23,morning,6.73,29.4,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-24,afternoon,8.09,32.8,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-24,morning,7.47,29.4,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-25,afternoon,8.56,33.1,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-28,afternoon,4.92,32.6,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-28,morning,5.6,29.8,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-29,afternoon,5.94,32.4,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-29,morning,5.24,29.9,,,,,
Fish Tank 3,Fish Tanks,150,150,2025-07-30,afternoon,5.35,30.4,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-01,afternoon,5.78,32.3,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-01,morning,6.73,29.7,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-02,afternoon,5.75,30.8,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-02,morning,6.5,29.3,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-03,morning,6.5,28.0,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-04,afternoon,6.85,31.8,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-04,morning,6.28,28.8,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-08,afternoon,6.09,30.9,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-10,afternoon,6.52,30.2,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-10,morning,6.38,29.3,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-11,afternoon,6.72,31.9,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-11,morning,6.57,28.3,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-15,afternoon,5.61,32.9,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-15,morning,6.26,29.2,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-16,afternoon,5.27,32.6,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-17,afternoon,4.71,33.3,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-17,morning,5.42,29.6,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-18,afternoon,6.44,33.3,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-18,morning,5.62,30.0,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-21,afternoon,5.78,33.7,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-21,morning,6.07,29.1,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-22,afternoon,4.6,32.5,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-23,afternoon,6.66,32.1,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-23,morning,5.59,29.4,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-24,afternoon,8.76,32.9,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-24,morning,6.49,29.4,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-25,afternoon,9.8,33.3,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-28,afternoon,4.67,33.0,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-28,morning,4.98,29.9,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-29,afternoon,5.81,32.7,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-29,morning,4.77,30.1,,,,,
Fish Tank 3,Fish Tanks,152,152,2025-07-30,afternoon,6.31,30.2,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-01,afternoon,5.23,32.3,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-01,morning,6.48,29.7,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-02,afternoon,4.89,30.9,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-02,morning,6.42,29.3,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-03,morning,5.84,28.0,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-04,afternoon,7.08,31.7,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-04,morning,5.69,28.8,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-08,afternoon,5.81,30.9,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-10,afternoon,6.32,30.3,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-10,morning,6.13,29.3,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-11,afternoon,6.79,31.9,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-11,morning,6.45,28.3,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-15,afternoon,5.21,32.9,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-15,morning,5.9,29.2,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-16,afternoon,4.76,32.6,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-17,afternoon,4.9,33.1,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-17,morning,4.55,29.7,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-18,afternoon,6.89,33.3,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-18,morning,5.44,30.1,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-21,afternoon,5.07,34.0,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-21,morning,5.89,29.2,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-22,afternoon,4.08,32.5,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-23,afternoon,6.65,32.2,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-23,morning,5.43,29.4,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-24,afternoon,6.28,32.9,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-24,morning,6.41,29.5,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-25,afternoon,8.52,33.3,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-28,afternoon,4.24,32.8,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-28,morning,5.07,,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-29,afternoon,5.07,32.5,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-29,morning,5.14,30.0,,,,,
Fish Tank 3,Fish Tanks,153,153,2025-07-30,afternoon,5.52,30.3,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-01,afternoon,5.24,32.2,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-01,morning,6.4,29.7,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-02,afternoon,4.89,30.8,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-02,morning,6.29,29.1,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-03,morning,5.82,28.0,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-04,afternoon,6.67,31.7,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-04,morning,6.29,28.8,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-08,afternoon,5.41,30.8,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-10,afternoon,6.57,30.3,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-10,morning,6.33,29.4,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-11,afternoon,6.71,31.8,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-11,morning,6.3,28.3,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-15,afternoon,5.69,32.8,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-15,morning,5.5,29.2,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-16,afternoon,4.63,32.5,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-17,afternoon,4.49,33.1,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-17,morning,5.22,30.1,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-18,afternoon,6.2,33.3,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-18,morning,5.17,30.1,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-21,afternoon,5.36,33.8,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-21,morning,6.21,29.2,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-22,afternoon,4.43,32.5,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-23,morning,5.09,29.9,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-24,afternoon,7.58,32.9,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-24,morning,6.95,29.5,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-25,afternoon,9.43,33.2,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-28,afternoon,4.49,32.7,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-28,morning,5.45,29.6,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-29,afternoon,5.04,32.4,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-29,morning,5.33,29.9,,,,,
Fish Tank 3,Fish Tanks,155,155,2025-07-30,afternoon,6.08,30.4,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-01,afternoon,5.17,32.1,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-01,morning,6.55,29.7,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-02,afternoon,4.83,30.8,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-02,morning,6.18,29.3,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-03,morning,5.73,28.0,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-04,afternoon,6.76,31.5,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-04,morning,5.73,28.8,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-08,afternoon,6.14,30.8,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-10,afternoon,7.37,30.3,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-10,morning,6.56,29.4,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-11,afternoon,6.7,31.8,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-11,morning,6.42,28.3,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-15,afternoon,5.05,32.6,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-15,morning,5.5,29.1,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-16,afternoon,4.43,32.3,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-17,afternoon,4.64,32.9,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-17,morning,5.15,30.0,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-18,afternoon,6.0,33.2,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-18,morning,4.78,30.1,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-21,afternoon,5.18,33.8,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-21,morning,6.11,29.2,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-22,afternoon,4.56,32.3,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-23,afternoon,5.98,32.1,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-23,morning,5.11,29.5,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-24,afternoon,7.44,32.7,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-24,morning,6.72,29.5,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-25,afternoon,8.93,33.0,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-28,afternoon,4.09,32.5,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-28,morning,5.11,29.6,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-29,afternoon,4.63,32.3,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-29,morning,5.18,29.8,,,,,
Fish Tank 3,Fish Tanks,156,156,2025-07-30,afternoon,5.63,30.4,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-01,afternoon,4.92,32.2,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-01,morning,6.44,29.7,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-02,afternoon,4.9,30.8,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-02,morning,5.85,29.4,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-03,morning,5.65,28.0,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-04,afternoon,6.92,31.6,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-04,morning,5.97,28.8,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-08,afternoon,5.8,30.8,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-10,morning,6.24,29.4,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-11,afternoon,7.34,31.9,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-11,morning,6.53,28.3,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-15,afternoon,5.12,32.7,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-15,morning,5.95,29.1,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-16,afternoon,4.64,32.4,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-17,afternoon,5.5,33.0,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-17,morning,5.31,30.1,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-18,afternoon,6.49,33.2,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-18,morning,5.15,30.1,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-21,afternoon,5.26,33.7,,,,,
Fish Tank 3,Fish Tanks,157,157,2025-07-21,morning,6.13,29.2,,,,,
